id,name,now_cost,position,team,selected_rank,influence,points_per_game,starts,form,goals_scored,expected_goals_per_90,transfers_out_event,expected_goals_conceded,cost_change_event_fall,penalties_order,ict_index_rank_type,team_join_date,creativity,influence_rank,transfers_out,ep_next,saves_per_90,ep_this,cost_change_start,goals_conceded,expected_goal_involvements_per_90,points_per_game_rank,region,transfers_in,chance_of_playing_this_round,direct_freekicks_order,penalties_saved,now_cost_rank,creativity_rank_type,expected_goal_involvements,transfers_in_event,expected_assists_per_90,news,selected_rank_type,minutes,cost_change_start_fall,assists,ict_index,goals_conceded_per_90,starts_per_90,threat,influence_rank_type,value_form,creativity_rank,now_cost_rank_type,red_cards,news_added,corners_and_indirect_freekicks_order,expected_goals_conceded_per_90,event_points,total_points,threat_rank,can_select,web_name,threat_rank_type,points_per_game_rank_type,chance_of_playing_next_round,cost_change_event,form_rank,bonus,value_season,ict_index_rank,selected_by_percent,in_dreamteam,clean_sheets_per_90,expected_goals,penalties_missed,own_goals,yellow_cards,clean_sheets,form_rank_type,expected_assists,bps,dreamteam_count,status,saves
48,John McGinn,52,MID,Aston Villa,232,135.6,2.3,16,1.8,0,0.13,591,17.64,0,,78,2018-08-08,330.2,264,247000,0.0,0.0,0.0,-3,22,0.27,216,243.0,93812,0.0,,0,158,44,3.82,1,0.14,Hamstring injury - Expected back 26 Jan,72,1253,3,3,61.6,1.58,1.15,151.0,114,0.3,56,94,0,2025-01-04T19:30:07.992156Z,,1.27,0,42,128,True,McGinn,86,92,0.0,0,166,1,8.1,129,0.7,False,0.22,1.87,0,0,3,3,73,1.95,186,0,i,0
49,Tyrone Mings,44,DEF,Aston Villa,439,50.2,1.7,2,0.6,0,0.08,46,2.26,0,,128,2019-07-08,14.9,369,13874,0.1,0.0,0.6,-1,3,0.1,305,241.0,13841,100.0,,0,480,129,0.27,41,0.02,,157,250,1,0,8.1,1.08,0.72,16.0,128,0.1,378,84,0,2024-08-05T15:00:04.309727Z,,0.81,0,5,346,True,Mings,119,102,100.0,0,292,0,1.1,384,0.1,False,0.0,0.21,0,0,1,0,94,0.06,30,0,a,0
50,Kosta Nedeljković,39,DEF,Aston Villa,224,22.2,1.0,0,0.2,0,0.0,259,2.11,0,,149,2024-01-22,6.7,410,222471,-0.3,0.0,0.2,-1,3,0.02,398,190.0,252023,,,0,722,140,0.02,109,0.02,,87,114,1,0,2.9,2.37,0.0,0.0,145,0.1,411,245,0,,,1.67,0,4,444,True,Nedeljkovic,160,132,,0,350,0,1.0,436,0.8,False,0.0,0.00,0,0,0,0,115,0.02,12,0,a,0
51,Robin Olsen,45,GKP,Aston Villa,421,17.6,1.0,0,0.0,0,0.0,60,0.79,0,,37,2022-06-10,0.0,424,12912,-0.5,4.0,0.0,0,1,0.0,429,206.0,9694,100.0,,0,361,66,0.00,61,0.0,,62,45,0,0,1.8,2.0,0.0,0.0,37,0.0,598,14,0,2024-10-18T16:30:05.894923Z,,1.58,0,1,581,True,Olsen,59,39,100.0,0,543,0,0.2,458,0.1,False,0.0,0.00,0,0,0,0,69,0.00,3,0,a,2
52,Pau Torres,42,DEF,Aston Villa,210,261.2,1.8,18,0.8,0,0.03,1125,22.52,1,,67,2023-07-12,55.5,153,294045,0.0,0.0,0.0,-3,29,0.05,289,200.0,233030,0.0,,0,587,77,0.85,15,0.02,Foot injury - Expected back 08 Mar,82,1549,3,0,41.2,1.68,1.05,94.0,55,0.2,281,150,0,2024-12-30T23:30:08.107053Z,,1.31,0,32,193,True,Pau,45,94,0.0,-1,261,0,7.6,214,0.9,False,0.12,0.51,0,0,1,2,85,0.34,162,0,i,0
53,Jacob Ramsey,54,MID,Aston Villa,338,104.2,2.1,7,0.6,0,0.09,53,10.33,0,,120,2019-02-12,137.8,302,64944,0.1,0.0,0.6,-1,16,0.27,247,241.0,47209,100.0,,0,127,116,2.15,41,0.18,,109,716,1,2,36.4,2.01,0.88,119.0,138,0.1,172,76,0,2024-11-10T23:00:07.265497Z,,1.3,0,25,163,True,Ramsey,104,108,100.0,0,317,0,4.6,236,0.2,False,0.0,0.69,0,0,1,0,159,1.46,133,0,a,0
54,Morgan Rogers,55,MID,Aston Villa,16,384.8,4.6,19,5.4,6,0.21,8421,20.58,0,,25,2024-02-01,374.7,59,2616183,4.9,0.0,5.4,5,23,0.38,27,241.0,4132489,100.0,,0,111,36,6.43,9085,0.17,,5,1559,-5,4,112.7,1.33,1.1,365.0,16,1.0,45,68,0,2024-12-30T23:30:08.155716Z,,1.19,0,88,42,True,Rogers,24,12,100.0,0,19,11,16.0,36,22.3,False,0.17,3.56,0,0,5,3,11,2.87,295,3,a,0
55,Viljami Sinisalo,40,GKP,Aston Villa,719,0.0,0.0,0,0.0,0,0.0,1,0.00,0,,57,,0.0,524,74,0.0,0.0,0.0,0,0,0.0,529,,0,0.0,,0,631,36,0.00,0,0.0,Permanent transfer to Celtic,75,0,0,0,0.0,0.0,0.0,0.0,57,0.0,501,52,0,2024-07-18T09:43:21.242291Z,,0.0,0,0,466,False,Sinisalo,23,57,0.0,0,431,0,0.0,523,0.0,False,0.0,0.00,0,0,0,0,46,0.00,0,0,u,0
56,Lino da Cruz Sousa,40,DEF,Aston Villa,515,0.0,0.0,0,0.0,0,0.0,4,0.00,0,,201,,0.0,546,18508,0.0,0.0,0.0,0,0,0.0,552,,0,0.0,,0,658,198,0.00,0,0.0,Loaned to  Bristol Rovers,184,0,0,0,0.0,0.0,0.0,0.0,201,0.0,525,194,0,2024-08-16T11:50:34.812830Z,,0.0,0,0,492,False,Sousa,187,201,0.0,0,456,0,0.0,545,0.1,False,0.0,0.00,0,0,0,0,173,0.00,0,0,u,0
57,Youri Tielemans,55,MID,Aston Villa,204,371.0,2.6,20,1.4,0,0.08,533,21.42,0,2.0,28,2023-06-14,611.5,72,248625,0.9,0.0,1.4,0,27,0.29,178,21.0,248738,,,0,104,6,5.39,67,0.21,,62,1681,0,4,108.5,1.45,1.07,103.0,21,0.3,6,63,0,,1.0,1.15,0,52,184,True,Tielemans,108,78,,0,199,5,9.5,42,1.0,False,0.11,1.53,1,0,3,2,92,3.86,350,0,a,0
58,Ollie Watkins,89,FWD,Aston Villa,23,392.6,4.7,16,3.2,8,0.66,14477,17.94,0,1.0,5,2020-09-09,219.8,56,4975507,2.7,0.0,3.2,-1,26,0.75,22,241.0,3138813,100.0,,0,9,10,11.33,2895,0.09,,5,1360,1,4,129.2,1.72,1.06,696.0,8,0.4,107,3,0,2024-12-11T15:00:06.857766Z,,1.19,0,94,6,True,Watkins,4,10,100.0,0,74,14,10.6,18,16.5,False,0.26,10.03,0,0,0,4,12,1.30,315,4,a,0
233,Amadou Onana,49,MID,Aston Villa,119,205.0,2.6,12,1.0,2,0.18,591,15.88,0,,101,2024-07-22,75.8,198,1428480,0.5,0.0,1.0,-1,19,0.2,168,21.0,1436563,100.0,,0,268,156,2.01,147,0.02,,39,907,1,0,45.9,1.89,1.19,177.0,81,0.2,252,176,0,2024-11-21T08:30:08.977638Z,,1.58,0,37,114,True,Onana,76,71,100.0,0,244,5,7.6,195,2.6,False,0.1,1.80,0,0,3,1,118,0.21,170,0,a,0
569,Jaden Philogene,53,MID,Aston Villa,535,17.4,0.8,2,0.0,0,0.13,10,4.73,0,,191,2024-07-19,18.7,425,9433,-0.5,0.0,0.0,-2,5,0.18,482,241.0,3804,100.0,,0,152,199,0.63,21,0.05,,209,325,2,0,7.4,1.38,0.55,45.0,197,0.0,365,89,1,2025-01-03T19:30:09.849805Z,,1.31,0,9,268,True,Jaden,147,230,100.0,0,691,0,1.7,391,0.0,False,0.28,0.46,0,0,2,1,306,0.17,18,0,a,0
598,Lamare Bogarde,40,DEF,Aston Villa,319,31.8,0.7,3,0.0,0,0.0,79,2.13,0,,144,2021-01-07,17.8,395,45780,-0.5,0.0,0.0,0,5,0.05,486,152.0,53521,,,0,660,125,0.11,30,0.05,,119,213,0,0,5.1,2.11,1.27,2.0,141,0.0,368,196,0,,,0.9,0,2,412,True,Bogarde,145,166,,0,458,0,0.5,419,0.3,False,0.0,0.00,0,0,1,0,175,0.11,6,0,a,0
640,Sil Swinkels,40,DEF,Aston Villa,476,0.0,0.0,0,0.0,0,0.0,15,0.00,0,,200,2021-01-07,0.0,545,6239,-0.5,0.0,0.0,0,0,0.0,551,152.0,8059,,,0,657,197,0.00,13,0.0,,172,0,0,0,0.0,0.0,0.0,0.0,200,0.0,524,193,0,,,0.0,0,0,491,True,Swinkels,186,200,,0,455,0,0.0,544,0.1,False,0.0,0.00,0,0,0,0,172,0.00,0,0,a,0
641,Oliwier Zych,40,GKP,Aston Villa,246,0.0,0.0,0,0.0,0,0.0,148,0.00,0,,66,2021-01-07,0.0,548,41031,-0.5,0.0,0.0,0,0,0.0,554,172.0,82073,,,0,661,47,0.00,15,0.0,,39,0,0,0,0.0,0.0,0.0,0.0,66,0.0,527,63,0,,,0.0,0,0,494,True,Zych,34,66,,0,459,0,0.0,547,0.6,False,0.0,0.00,0,0,0,0,56,0.00,0,0,a,0
656,Kadan Young,45,MID,Aston Villa,335,0.0,0.0,0,0.0,0,0.0,115,0.00,0,,280,2022-12-10,0.0,656,40178,-0.5,0.0,0.0,0,0,0.0,661,241.0,54702,,,0,442,281,0.00,48,0.0,,107,0,0,0,0.0,0.0,0.0,0.0,281,0.0,650,276,0,,,0.0,0,0,637,True,Young,276,283,,0,602,0,0.0,655,0.2,False,0.0,0.00,0,0,0,0,246,0.00,0,0,a,0
679,Ben Broggio,45,MID,Aston Villa,672,0.0,0.0,0,0.0,0,0.0,10,0.00,0,,290,2024-09-23,0.0,671,887,-0.5,0.0,0.0,0,0,0.0,675,241.0,1313,,,0,458,291,0.00,8,0.0,,294,0,0,0,0.0,0.0,0.0,0.0,291,0.0,665,287,0,,,0.0,0,0,652,True,Broggio,286,293,,0,617,0,0.0,670,0.0,False,0.0,0.00,0,0,0,0,256,0.00,0,0,a,0
710,Jamaldeen Jimoh,45,MID,Aston Villa,717,0.0,0.0,0,0.0,0,0.0,2,0.00,0,,289,2024-09-23,0.0,667,13,-0.5,0.0,0.0,0,0,0.0,671,241.0,61,,,0,453,290,0.00,2,0.0,,320,0,0,0,0.0,0.0,0.0,0.0,290,0.0,661,285,0,,,0.0,0,0,648,True,Jimoh,285,292,,0,613,0,0.0,666,0.0,False,0.0,0.00,0,0,0,0,255,0.00,0,0,a,0
59,Max Aarons,43,DEF,Bournemouth,377,13.2,2.7,1,1.2,0,0.0,74,0.28,0,,158,2023-08-10,3.2,438,23268,1.2,0.0,0.7,-2,0,0.01,154,241.0,12393,100.0,,0,560,149,0.01,36,0.01,,133,84,2,0,1.7,0.0,1.07,0.0,158,0.3,424,128,0,2025-01-14T08:31:40.459419Z,,0.3,0,8,545,True,Aarons,223,42,100.0,0,208,0,1.9,459,0.2,False,1.07,0.00,0,0,0,1,70,0.01,31,0,a,0
60,Tyler Adams,49,MID,Bournemouth,589,130.4,1.5,6,1.2,0,0.12,15,9.65,0,,150,2023-08-20,70.6,271,3654,1.2,0.0,0.7,-1,11,0.14,341,229.0,4421,100.0,,0,249,160,0.92,22,0.02,,244,591,1,0,24.3,1.68,0.91,41.0,119,0.2,260,160,0,2024-12-30T23:30:08.175231Z,,1.47,2,16,274,True,Adams,153,157,100.0,0,220,0,3.3,294,0.0,False,0.3,0.79,0,0,3,2,101,0.13,93,0,a,0
61,Jaidon Anthony,45,MID,Bournemouth,441,0.0,0.0,0,0.0,0,0.0,15,0.00,0,,249,,0.0,616,45423,0.0,0.0,0.0,0,0,0.0,622,,8381,0.0,,0,384,251,0.00,0,0.0,Season long loan to Burnley,159,0,0,0,0.0,0.0,0.0,0.0,250,0.0,610,236,0,2024-08-30T09:46:29.420148Z,,0.0,0,0,593,False,Anthony,245,253,0.0,0,556,0,0.0,615,0.1,False,0.0,0.00,0,0,0,0,212,0.00,0,0,u,0
62,David Brooks,49,MID,Bournemouth,564,111.8,2.0,3,1.8,2,0.31,30,6.41,0,,127,2018-07-01,88.7,292,3580,1.8,0.0,1.3,-1,5,0.55,264,244.0,4768,100.0,,0,239,143,2.03,31,0.24,,226,336,1,1,32.4,1.34,0.8,129.0,133,0.4,225,152,0,2024-08-12T14:30:04.440536Z,,1.72,1,28,151,True,Brooks,97,115,100.0,0,161,1,5.7,251,0.0,False,0.0,1.15,0,0,3,0,70,0.88,106,0,a,0
63,Ryan Christie,49,MID,Bournemouth,370,318.2,2.5,18,3.5,1,0.06,156,20.93,0,,49,2021-08-31,384.8,111,36903,3.5,0.0,2.2,-1,19,0.17,185,243.0,30280,75.0,,0,243,33,2.81,127,0.11,,127,1491,1,2,85.7,1.15,1.09,152.0,39,0.7,42,154,0,2025-01-12T22:30:08.539614Z,4.0,1.26,4,51,127,True,Christie,85,79,100.0,0,56,2,10.4,74,0.2,False,0.42,0.93,0,0,7,7,27,1.88,273,0,a,0
64,Lewis Cook,50,MID,Bournemouth,378,380.0,2.6,18,2.2,1,0.03,81,24.85,0,,37,2016-07-08,511.9,63,49285,2.2,0.0,1.7,0,23,0.17,170,241.0,53008,100.0,2.0,0,192,17,3.21,36,0.14,,132,1671,0,3,96.7,1.24,0.97,76.0,18,0.4,20,118,0,2024-11-30T22:00:07.304760Z,1.0,1.34,2,53,223,True,Cook,129,72,100.0,0,128,2,10.6,57,0.2,False,0.16,0.60,0,0,4,3,59,2.61,313,0,a,0
65,Enes Ünal,54,FWD,Bournemouth,387,104.0,1.9,2,2.0,2,0.74,635,6.38,0,,31,2024-07-01,56.1,303,36437,0.0,0.0,0.0,-1,3,0.81,284,219.0,46509,0.0,4.0,0,121,32,2.99,7,0.07,Knee injury - Unknown return date,59,330,1,1,35.9,0.82,0.55,207.0,27,0.4,279,35,0,2025-01-09T16:30:08.243030Z,,1.74,0,32,89,True,Enes Ünal,28,34,0.0,0,150,4,5.9,238,0.2,False,0.55,2.73,0,0,2,2,22,0.26,97,0,i,0
66,Romain Faivre,50,MID,Bournemouth,677,0.0,0.0,0,0.0,0,0.0,0,0.00,0,,312,,0.0,702,1438,0.0,0.0,0.0,0,0,0.0,703,,23,0.0,,0,213,311,0.00,0,0.0,Loaned to Brest,298,0,0,0,0.0,0.0,0.0,0.0,312,0.0,699,134,0,2024-08-20T12:15:06.505689Z,,0.0,0,0,694,False,Faivre,309,312,0.0,0,676,0,0.0,702,0.0,False,0.0,0.00,0,0,0,0,299,0.00,0,0,u,0
67,Hamed Traorè,45,MID,Bournemouth,526,0.0,0.0,0,0.0,0,0.0,7,0.00,0,,248,,0.0,615,18967,0.0,0.0,0.0,0,0,0.0,621,,3525,0.0,,0,380,250,0.00,0,0.0,Season long loan to A.J.Auxerre,203,0,0,0,0.0,0.0,0.0,0.0,249,0.0,609,235,0,2024-08-29T11:07:43.785266Z,,0.0,0,0,592,False,H.Traorè,244,252,0.0,0,555,0,0.0,614,0.0,False,0.0,0.00,0,0,0,0,211,0.00,0,0,u,0
68,James Hill,39,DEF,Bournemouth,219,37.0,2.6,3,2.0,0,0.01,750,2.89,0,,134,2022-01-05,23.7,387,50381,1.5,0.0,1.5,-1,3,0.11,165,241.0,94845,,,0,712,114,0.20,880,0.1,Knock - 75% chance of playing,85,177,1,1,6.3,1.53,1.53,1.0,138,0.5,345,238,0,2025-01-15T01:00:08.846282Z,,1.47,1,13,423,True,Hill,152,46,75.0,0,136,0,3.3,401,0.8,False,0.51,0.01,0,0,0,1,41,0.19,43,0,d,0
69,Daniel Jebbison,45,FWD,Bournemouth,216,5.4,1.0,0,0.2,0,0.0,269,0.55,0,,45,,21.2,458,493638,0.2,0.0,-0.3,0,1,0.35,433,39.0,385522,100.0,,0,433,43,0.13,772,0.35,,37,33,0,0,3.1,2.73,0.0,4.0,45,0.0,354,70,0,2024-08-31T06:32:40.630710Z,,1.5,1,3,403,True,Jebbison,48,43,100.0,0,371,0,0.7,433,0.9,False,0.0,0.00,0,0,0,0,38,0.13,10,0,a,0
70,Milos Kerkez,48,DEF,Bournemouth,47,384.2,3.6,21,4.7,1,0.02,4153,26.78,0,,10,2023-07-20,359.6,61,296470,4.7,0.0,4.2,3,25,0.1,72,98.0,1058618,100.0,,0,323,9,2.03,6202,0.08,,14,1817,-3,3,85.4,1.24,1.04,110.0,22,1.0,48,42,0,2024-11-21T08:30:08.632085Z,,1.33,1,76,175,True,Kerkez,33,16,100.0,0,30,8,15.8,75,7.6,False,0.25,0.39,0,0,2,5,7,1.64,307,2,a,0
71,Justin Kluivert,55,MID,Bournemouth,106,364.8,4.3,16,4.0,7,0.55,2250,16.87,0,1.0,22,2023-07-01,293.3,77,624830,4.0,0.0,3.5,0,15,0.64,38,152.0,915028,100.0,,0,109,53,8.92,3842,0.09,,33,1260,0,2,114.3,1.07,1.14,483.0,24,0.7,68,67,0,2024-12-27T00:30:09.136640Z,,1.2,8,86,25,True,Kluivert,13,17,100.0,0,43,6,15.6,32,3.2,False,0.64,7.65,0,0,5,9,18,1.27,270,2,a,0
72,Chris Mepham,44,DEF,Bournemouth,575,0.0,0.0,0,0.0,0,0.0,1,0.00,0,,235,,0.0,588,6177,0.0,0.0,0.0,-1,0,0.0,594,,287,0.0,,0,494,234,0.00,0,0.0,On loan to Sunderland for the season,203,0,1,0,0.0,0.0,0.0,0.0,235,0.0,577,97,0,2024-09-01T09:10:00.945219Z,,0.0,0,0,557,False,Mepham,230,235,0.0,0,518,0,0.0,587,0.0,False,0.0,0.00,0,0,0,0,219,0.00,0,0,u,0
74,Dango Ouattara,50,MID,Bournemouth,363,331.8,3.3,9,3.7,3,0.42,327,15.19,0,,42,2023-01-19,244.8,96,16295,3.7,0.0,3.2,0,9,0.61,99,35.0,31317,100.0,,0,226,69,6.52,204,0.19,,122,965,0,3,92.1,0.84,0.84,347.0,32,0.7,91,144,0,2024-11-01T16:30:07.369192Z,,1.42,2,59,47,True,O.Dango,29,45,100.0,0,50,4,11.8,63,0.2,False,0.37,4.45,0,0,0,4,24,2.07,231,1,a,0
75,Alex Paulsen,40,GKP,Bournemouth,605,0.0,0.0,0,0.0,0,0.0,4,0.00,0,,65,,0.0,539,2733,0.0,0.0,0.0,0,0,0.0,544,,0,0.0,,0,649,46,0.00,0,0.0,Loaned to Auckland FC,70,0,0,0,0.0,0.0,0.0,0.0,65,0.0,518,62,0,2024-08-10T12:14:13.050842Z,,0.0,0,0,483,False,Paulsen,33,65,0.0,0,447,0,0.0,538,0.0,False,0.0,0.00,0,0,0,0,55,0.00,0,0,u,0
76,Philip Billing,48,MID,Bournemouth,529,54.0,1.0,1,0.8,0,0.28,29,3.35,0,,158,2019-07-29,102.4,362,9874,0.8,0.0,0.3,-2,4,0.78,445,58.0,6077,100.0,3.0,0,291,132,1.52,18,0.5,,206,176,2,0,20.4,2.05,0.51,47.0,168,0.2,210,192,0,2025-01-14T08:31:40.473402Z,,1.71,0,10,264,True,Philip,144,208,100.0,0,268,0,2.1,319,0.0,False,0.0,0.55,0,0,1,0,130,0.97,52,0,a,0
77,Alex Scott,47,MID,Bournemouth,572,71.0,1.4,2,0.0,0,0.04,3,3.67,0,,167,2023-08-10,65.5,350,6083,0.0,0.0,0.0,-3,3,0.1,353,241.0,2418,0.0,,0,340,164,0.29,1,0.06,Knee injury - Unknown return date,232,258,3,0,15.8,1.05,0.7,21.0,164,0.0,266,219,0,2024-10-25T09:00:05.962917Z,,1.28,0,11,326,True,Scott,174,164,0.0,0,635,0,2.3,342,0.0,False,0.35,0.12,0,0,0,1,269,0.17,54,0,i,0
78,Antoine Semenyo,56,MID,Bournemouth,61,408.6,4.3,20,5.7,6,0.31,2170,24.62,0,,10,2023-01-27,338.4,47,1941642,5.7,0.0,5.2,1,22,0.45,39,81.0,2417281,100.0,,0,99,43,8.62,8986,0.14,,16,1746,-1,3,145.9,1.13,1.03,719.0,14,1.0,55,61,0,2024-11-13T14:00:07.717891Z,,1.27,12,86,5,True,Semenyo,2,18,100.0,0,15,6,15.4,14,6.2,False,0.31,5.95,0,0,5,6,9,2.67,312,2,a,0
79,Marcos Senesi,47,DEF,Bournemouth,307,221.0,1.9,11,0.0,0,0.08,95,12.04,0,,76,2022-08-08,78.7,186,141287,0.0,0.0,0.0,-3,15,0.12,276,10.0,66410,0.0,,0,333,66,1.25,6,0.04,Thigh injury - Expected back 01 Apr,116,917,3,0,33.1,1.47,1.08,29.0,72,0.0,247,46,0,2024-12-06T10:30:07.568268Z,,1.18,0,21,303,True,Senesi,99,91,0.0,0,631,3,4.5,247,0.3,False,0.1,0.81,0,0,4,1,236,0.44,82,1,i,0
80,Luis Sinisterra,48,MID,Bournemouth,431,98.4,2.4,1,0.0,1,0.48,26,3.48,0,,116,2024-06-14,96.3,309,81264,0.0,0.0,0.0,-2,3,0.88,200,48.0,68243,0.0,,0,302,136,2.00,1,0.4,Hamstring injury - Unknown return date,154,203,2,1,37.2,1.33,0.44,177.0,141,0.0,216,199,0,2024-10-25T09:00:05.974870Z,,1.54,0,19,113,True,Sinisterra,75,84,0.0,0,641,2,4.0,230,0.1,False,0.0,1.09,0,0,0,0,273,0.91,75,1,i,0
81,Adam Smith,44,DEF,Bournemouth,400,116.2,2.0,12,1.0,0,0.05,74,12.51,0,,111,2014-01-28,62.2,285,36234,0.0,0.0,0.0,-1,13,0.06,256,241.0,27497,0.0,,0,473,73,0.70,3,0.01,Muscle injury - Unknown return date,143,1032,1,0,18.6,1.13,1.05,8.0,106,0.2,272,79,0,2024-12-25T22:30:07.943044Z,,1.09,0,34,373,True,Smith,130,83,0.0,0,232,0,7.7,331,0.1,False,0.26,0.60,0,0,4,3,78,0.10,93,0,i,0
83,Marcus Tavernier,54,MID,Bournemouth,372,263.2,3.2,13,0.0,1,0.32,48,14.02,0,,36,2022-08-01,433.6,150,100265,0.0,0.0,0.0,-1,16,0.49,111,241.0,90185,0.0,1.0,0,125,25,6.22,4,0.17,Hamstring injury - Unknown return date,129,1138,1,4,97.1,1.27,1.03,275.0,59,0.0,30,75,0,2024-12-12T12:00:08.312511Z,2.0,1.11,0,48,63,True,Tavernier,40,52,0.0,0,694,2,8.9,56,0.2,False,0.24,4.09,0,0,2,3,308,2.13,187,0,i,0
84,Mark Travers,44,GKP,Bournemouth,369,150.6,3.8,5,1.5,0,0.0,115,7.31,0,,26,2018-07-01,0.0,250,19753,1.5,4.0,1.0,-1,5,0.0,61,104.0,17418,,,0,497,63,0.01,139,0.0,,55,450,1,0,15.0,1.0,1.0,0.0,26,0.3,579,22,0,,,1.46,3,19,559,True,Travers,55,9,,0,191,1,4.3,347,0.2,False,0.2,0.00,0,0,0,1,18,0.01,76,0,a,20
85,Illia Zabarnyi,44,DEF,Bournemouth,248,393.2,2.7,21,3.8,0,0.03,326,27.10,0,,39,2023-01-31,120.7,54,64964,3.8,0.0,3.3,-1,25,0.05,155,225.0,81026,,,0,511,45,1.07,394,0.02,,93,1890,1,0,55.5,1.19,1.0,38.0,19,0.9,186,106,0,,,1.29,1,56,277,True,Zabarnyi,85,43,,0,45,3,12.7,149,0.6,False,0.24,0.73,0,0,2,5,11,0.34,257,0,a,0
152,Kepa Arrizabalaga,45,GKP,Bournemouth,145,373.2,3.7,14,3.5,0,0.0,2267,16.88,0,,15,2024-08-29,10.1,67,228228,3.5,3.57,0.0,0,18,0.0,66,200.0,366646,0.0,,0,360,5,0.00,647,0.0,,21,1260,0,0,38.2,1.29,1.0,0.0,15,0.8,397,13,0,2025-01-04T19:30:08.158014Z,,1.21,0,52,580,True,Arrizabalaga,58,10,100.0,0,55,4,11.6,227,1.8,False,0.29,0.00,0,0,2,4,5,0.00,199,0,a,50
580,Dean Huijsen,44,DEF,Bournemouth,94,348.6,3.8,10,5.5,2,0.12,2873,15.69,0,,34,2024-07-30,129.1,86,92056,5.5,0.0,5.0,-1,10,0.19,62,200.0,490368,,,0,523,41,2.05,3282,0.07,,33,970,1,0,58.9,0.93,0.93,111.0,30,1.2,181,107,0,,,1.46,0,57,174,True,Huijsen,32,12,,0,16,11,13.0,138,3.8,False,0.37,1.28,0,0,4,4,3,0.77,226,2,a,0
592,Julián Araujo Zúñiga,43,DEF,Bournemouth,419,40.0,1.0,5,0.0,0,0.0,28,6.95,0,,145,2024-08-13,7.9,383,23564,0.0,0.0,0.0,-2,7,0.01,419,139.0,10868,0.0,,0,563,138,0.04,0,0.01,Hamstring injury - Unknown return date,149,352,2,0,5.1,1.79,1.28,2.0,136,0.0,409,131,0,2024-11-21T11:30:08.788295Z,,1.78,0,8,417,True,J.Araujo,150,149,0.0,0,506,0,1.9,420,0.1,False,0.0,0.00,0,0,1,0,212,0.04,11,0,i,0
599,Will Dennis,40,GKP,Bournemouth,292,0.0,0.0,0,0.0,0,0.0,91,0.00,0,,59,2019-08-01,0.0,527,30387,0.0,0.0,-0.5,0,0,0.0,532,241.0,36542,,,0,636,40,0.00,24,0.0,,45,0,0,0,0.0,0.0,0.0,0.0,59,0.0,506,56,0,,,0.0,0,0,471,True,Dennis,27,59,,0,435,0,0.0,526,0.3,False,0.0,0.00,0,0,0,0,49,0.00,0,0,a,0
617,Francisco Evanilson de Lima Barbosa,58,FWD,Bournemouth,153,243.6,4.1,17,2.5,5,0.42,12539,16.85,0,2.0,13,2024-08-16,202.1,169,753463,0.0,0.0,0.0,-2,18,0.51,48,30.0,912111,0.0,,0,89,11,7.76,34,0.09,Foot injury - Unknown return date,24,1368,2,4,101.5,1.18,1.12,573.0,20,0.4,117,24,0,2025-01-07T12:00:09.172079Z,,1.11,0,78,13,True,Evanilson,6,15,0.0,0,104,12,13.4,49,1.7,False,0.53,6.46,1,0,0,8,16,1.30,291,1,i,0
680,Max Kinsey,40,DEF,Bournemouth,581,0.0,0.0,0,0.0,0,0.0,28,0.00,0,,195,2023-02-03,0.0,540,1793,0.0,0.0,-0.5,0,0,0.0,546,241.0,3259,,,0,651,192,0.00,28,0.0,,204,0,0,0,0.0,0.0,0.0,0.0,195,0.0,519,187,0,,,0.0,0,0,485,True,Kinsey,180,195,,0,449,0,0.0,539,0.0,False,0.0,0.00,0,0,0,0,166,0.00,0,0,a,0
687,Ben Winterburn,45,MID,Bournemouth,650,0.2,1.0,0,0.2,0,0.0,23,0.00,0,,295,2024-11-29,0.0,490,1036,0.2,0.0,-0.3,0,0,0.0,437,241.0,1995,,,0,467,296,0.00,10,0.0,,282,8,0,0,0.0,0.0,0.0,0.0,229,0.0,673,293,0,,,0.0,0,1,660,True,Winterburn,291,201,,0,373,0,0.2,678,0.0,False,0.0,0.00,0,0,0,0,177,0.00,3,0,a,0
702,Archie Harris,40,DEF,Bournemouth,658,0.0,0.0,0,0.0,0,0.0,13,0.00,0,,227,2024-12-25,0.0,574,323,0.0,0.0,-0.5,0,0,0.0,580,241.0,1007,,,0,693,225,0.00,11,0.0,,225,0,0,0,0.0,0.0,0.0,0.0,227,0.0,554,227,0,,,0.0,0,0,523,True,Harris,216,227,,0,486,0,0.0,573,0.0,False,0.0,0.00,0,0,0,0,201,0.00,0,0,a,0
707,Remy Rees-Dottin,45,FWD,Bournemouth,478,0.0,0.0,0,0.0,0,0.0,269,0.00,0,,64,2024-12-28,0.0,678,2579,0.0,0.0,-0.5,0,0,0.0,682,241.0,9618,,,0,466,64,0.00,147,0.0,,65,0,0,0,0.0,0.0,0.0,0.0,64,0.0,672,78,0,,,0.0,0,0,659,True,Rees-Dottin,64,66,,0,625,0,0.0,677,0.1,False,0.0,0.00,0,0,0,0,58,0.00,0,0,a,0
