id,name,now_cost,position,team,selected_rank,influence,points_per_game,starts,form,goals_scored,expected_goals_per_90,transfers_out_event,expected_goals_conceded,cost_change_event_fall,penalties_order,ict_index_rank_type,team_join_date,creativity,influence_rank,transfers_out,ep_next,saves_per_90,ep_this,cost_change_start,goals_conceded,expected_goal_involvements_per_90,points_per_game_rank,region,transfers_in,chance_of_playing_this_round,direct_freekicks_order,penalties_saved,now_cost_rank,creativity_rank_type,expected_goal_involvements,transfers_in_event,expected_assists_per_90,news,selected_rank_type,minutes,cost_change_start_fall,assists,ict_index,goals_conceded_per_90,starts_per_90,threat,influence_rank_type,value_form,creativity_rank,now_cost_rank_type,red_cards,news_added,corners_and_indirect_freekicks_order,expected_goals_conceded_per_90,event_points,total_points,threat_rank,can_select,web_name,threat_rank_type,points_per_game_rank_type,chance_of_playing_next_round,cost_change_event,form_rank,bonus,value_season,ict_index_rank,selected_by_percent,in_dreamteam,clean_sheets_per_90,expected_goals,penalties_missed,own_goals,yellow_cards,clean_sheets,form_rank_type,expected_assists,bps,dreamteam_count,status,saves
456,Armel Bella-Kotchap,39,DEF,Southampton,265,0.0,0.0,0,0.0,0,0.0,122,0.00,0,,175,2022-06-21,0.0,502,46124,-0.5,0.0,-0.5,-1,0,0.0,509,80.0,54147,,,0,713,172,0.00,64,0.0,,98,0,1,0,0.0,0.0,0.0,0.0,175,0.0,475,239,0,,,0.0,0,0,436,True,Bella-Kotchap,155,176,,0,402,0,0.0,501,0.5,False,0.0,0.00,0,0,0,0,139,0.00,0,0,a,0
457,James Bree,39,DEF,Southampton,295,66.2,0.9,4,0.8,0,0.01,115,10.44,0,,112,2023-01-26,86.5,352,28086,0.3,0.0,0.3,-1,8,0.11,469,241.0,41547,100.0,,0,703,59,0.39,153,0.1,,110,309,1,0,18.0,2.33,1.17,29.0,124,0.2,232,233,0,2024-12-19T04:30:08.224477Z,,3.04,0,6,299,True,Bree,97,157,100.0,0,258,0,1.5,333,0.3,False,0.0,0.04,0,0,0,0,82,0.35,35,0,a,0
458,Shea Charles,45,MID,Southampton,579,0.0,0.0,0,0.0,0,0.0,3,0.00,0,,255,,0.0,624,7539,0.0,0.0,0.0,0,0,0.0,630,,1091,0.0,,0,394,257,0.00,0,0.0,Has joined Sheffield Wednesday on a season-long loan,235,0,0,0,0.0,0.0,0.0,0.0,256,0.0,618,243,0,2024-08-29T11:10:39.600629Z,,0.0,0,0,601,False,Charles,251,259,0.0,0,564,0,0.0,623,0.0,False,0.0,0.00,0,0,0,0,218,0.00,0,0,u,0
459,Samuel Edozie,49,MID,Southampton,656,9.8,0.5,0,0.0,0,0.0,1,0.31,0,,200,,19.0,447,2625,0.0,0.0,0.0,-1,0,0.21,498,,463,0.0,,0,275,198,0.15,0,0.21,Loaned to Anderlecht,286,64,1,0,5.1,0.0,0.0,22.0,208,0.0,362,180,0,2024-09-10T11:28:17.403794Z,,0.44,0,1,319,False,Edozie,171,234,0.0,0,662,0,0.2,421,0.0,False,0.0,0.00,0,0,1,0,287,0.15,6,0,u,0
460,Ronnie Edwards,39,DEF,Southampton,304,5.0,1.0,0,0.0,0,0.0,241,0.32,0,,166,2024-07-03,0.1,460,33203,0.0,0.0,0.0,-1,1,0.0,394,241.0,41084,0.0,,0,715,170,0.00,0,0.0,Season-long loan to QPR,114,12,1,0,0.5,7.5,0.0,0.0,162,0.0,462,240,0,2025-01-06T22:34:19.628107Z,,2.4,0,1,438,False,Edwards,156,129,0.0,0,404,0,0.3,478,0.3,False,0.0,0.00,0,0,0,0,140,0.00,-1,0,u,0
461,Taylor Harwood-Bellis,41,DEF,Southampton,44,415.8,1.8,18,1.8,1,0.07,2411,38.27,0,,25,2024-07-01,122.2,43,963101,1.3,0.0,1.3,1,35,0.09,287,241.0,787353,100.0,,0,598,43,1.60,532,0.02,,12,1579,-1,0,66.7,1.99,1.03,127.0,13,0.4,184,155,0,2024-11-30T01:00:08.130168Z,,2.18,0,35,154,True,Harwood-Bellis,22,92,100.0,0,153,2,8.5,117,7.7,False,0.11,1.21,0,0,7,2,51,0.39,148,0,a,0
462,Kamaldeen Sulemana,50,MID,Southampton,663,20.6,1.0,2,0.6,0,0.02,8,6.11,0,,196,2023-01-31,26.7,417,1302,0.1,0.0,0.1,0,7,0.11,456,81.0,909,100.0,,0,222,189,0.18,5,0.09,,287,156,0,0,6.4,4.04,1.15,18.0,196,0.1,336,140,0,2024-08-05T15:00:04.500770Z,,3.52,0,9,338,True,Kamaldeen,182,214,100.0,0,311,0,1.8,400,0.0,False,0.0,0.03,0,0,0,0,154,0.15,28,0,a,0
463,Adam Lallana,50,MID,Southampton,577,77.6,1.3,5,0.6,0,0.04,9,6.76,0,,163,2024-06-14,81.9,339,5818,0.1,0.0,0.1,0,7,0.17,369,241.0,3334,100.0,,0,185,150,0.63,4,0.13,,234,322,0,2,18.0,1.96,1.4,21.0,159,0.1,240,115,0,2024-11-25T09:30:07.787290Z,,1.89,0,14,329,True,Lallana,176,176,100.0,0,307,1,2.8,334,0.0,False,0.0,0.15,0,0,4,0,152,0.48,67,0,a,0
464,Juan Larios López,40,DEF,Southampton,496,0.0,0.0,0,0.0,0,0.0,14,0.00,0,,202,2022-09-01,0.0,547,8048,0.0,0.0,0.0,0,0,0.0,553,200.0,3135,0.0,,0,659,199,0.00,7,0.0,Unknown - Unknown return date,178,0,0,0,0.0,0.0,0.0,0.0,202,0.0,526,195,0,2024-11-29T12:00:07.896449Z,,0.0,0,0,493,True,Larios,188,202,0.0,0,457,0,0.0,546,0.1,False,0.0,0.00,0,0,0,0,174,0.00,0,0,i,0
465,Mateusz Lis,40,GKP,Southampton,467,0.0,0.0,0,0.0,0,0.0,4,0.00,0,,56,,0.0,519,18189,0.0,0.0,0.0,0,0,0.0,525,,888,0.0,,0,621,34,0.00,0,0.0,Transferred to Göztepe,66,0,0,0,0.0,0.0,0.0,0.0,56,0.0,495,50,0,2024-08-23T12:38:57.742902Z,,0.0,0,0,460,False,Lis,21,56,0.0,0,426,0,0.0,518,0.1,False,0.0,0.00,0,0,0,0,45,0.00,0,0,u,0
466,Joe Lumley,40,GKP,Southampton,244,102.2,2.7,3,0.0,0,0.0,254,9.40,0,,28,2023-08-07,0.0,304,44275,-0.5,4.33,-0.5,0,7,0.0,152,241.0,77358,,,0,612,32,0.00,94,0.0,,38,270,0,0,10.2,2.33,1.0,0.0,28,0.0,488,48,0,,,3.13,0,8,452,True,Lumley,19,25,,0,419,0,2.0,372,0.6,False,0.0,0.00,0,0,0,0,43,0.00,22,0,a,13
467,Ryan Manning,43,DEF,Southampton,504,126.8,1.3,9,0.4,0,0.02,8,20.02,0,,71,2023-07-12,193.6,277,6845,-0.1,0.0,-0.1,-2,18,0.22,359,104.0,2859,,,0,553,25,1.62,4,0.2,,181,668,2,1,36.4,2.43,1.21,45.0,103,0.1,121,122,0,,1.0,2.7,0,14,267,True,Manning,82,121,,0,328,0,3.3,234,0.1,False,0.0,0.14,0,0,1,0,108,1.48,57,0,a,0
468,Sékou Mara,50,FWD,Southampton,578,0.0,0.0,0,0.0,0,0.0,3,0.00,0,,72,,0.0,705,8211,0.0,0.0,0.0,0,0,0.0,706,,782,0.0,,0,219,72,0.00,0,0.0,Transferred to Strasbourg,72,0,0,0,0.0,0.0,0.0,0.0,72,0.0,702,49,0,2024-08-26T10:17:11.280625Z,,0.0,0,0,697,False,Mara,72,73,0.0,0,679,0,0.0,705,0.0,False,0.0,0.00,0,0,0,0,65,0.00,0,0,u,0
469,Alex McCarthy,43,GKP,Southampton,412,126.6,2.5,4,0.0,0,0.0,24,8.29,0,,27,2016-08-01,0.0,278,24911,-0.5,4.75,-0.5,-2,10,0.0,180,241.0,16842,,,0,534,57,0.00,9,0.0,,60,360,2,0,12.7,2.5,1.0,0.0,27,0.0,567,26,0,,,2.07,0,10,537,True,McCarthy,45,30,,0,496,0,2.3,357,0.1,False,0.0,0.00,0,0,0,0,62,0.00,25,0,a,19
470,Paul Onuachu,49,FWD,Southampton,337,22.6,1.1,4,1.2,0,0.29,156,8.29,0,,34,2023-01-31,36.5,408,36118,0.7,0.0,0.7,-1,8,0.3,391,157.0,41389,100.0,,0,241,35,1.09,237,0.01,,54,319,1,0,18.7,2.26,1.13,129.0,39,0.2,312,53,0,2024-11-25T09:30:07.798801Z,,2.34,0,11,152,True,Onuachu,34,42,100.0,0,218,0,2.2,329,0.2,False,0.0,1.04,0,0,1,0,26,0.05,19,0,a,0
471,Will Smallbone,50,MID,Southampton,611,22.6,1.5,3,0.0,0,0.12,2,4.93,0,,177,2019-07-22,57.1,409,6175,-0.5,0.0,-0.5,0,5,0.32,343,104.0,1937,100.0,1.0,0,201,172,0.85,2,0.2,,258,240,0,0,11.1,1.88,1.12,32.0,191,0.0,277,125,0,2024-10-20T11:00:06.361543Z,2.0,1.85,0,6,294,True,Smallbone,159,158,100.0,0,672,0,1.2,365,0.0,False,0.0,0.31,0,0,0,0,295,0.54,31,0,a,0
472,Jack Stephens,40,DEF,Southampton,266,127.2,1.0,10,0.0,0,0.03,227,19.16,0,,107,2011-07-01,51.5,276,114271,0.0,0.0,0.0,0,20,0.05,399,241.0,118896,0.0,,0,604,82,0.48,3,0.02,Knock - Expected back 01 Feb,99,793,0,0,19.6,2.27,1.13,17.0,102,0.0,289,157,2,2024-12-27T02:00:09.866125Z,,2.17,0,10,340,True,Stephens,115,133,0.0,0,414,2,2.5,324,0.5,False,0.11,0.28,0,0,2,1,145,0.20,39,0,i,0
473,Ross Stewart,44,FWD,Southampton,127,5.8,0.8,1,0.0,0,0.12,2008,2.56,0,,47,2023-09-01,6.7,456,562920,0.0,0.0,0.0,-1,2,0.13,480,243.0,716939,0.0,,0,499,46,0.19,1627,0.01,Muscle injury - Unknown return date,20,130,1,0,2.1,1.38,0.69,9.0,43,0.0,412,79,0,2024-10-05T18:00:07.268831Z,,1.77,0,3,367,True,Stewart,45,50,0.0,0,519,0,0.7,452,2.2,False,0.0,0.17,0,0,1,0,43,0.02,5,0,i,0
474,Sugawara Yukinari,43,DEF,Southampton,385,221.0,2.0,11,1.2,1,0.03,48,25.03,0,,47,2024-07-14,223.7,185,37664,0.7,0.0,0.7,-2,24,0.19,253,108.0,32018,100.0,2.0,0,556,21,2.07,5,0.16,,138,975,2,1,51.6,2.22,1.02,73.0,71,0.3,104,124,0,2024-10-20T11:00:06.390070Z,,2.31,0,34,228,True,Sugawara,62,80,100.0,0,207,0,7.9,167,0.2,False,0.18,0.37,0,0,3,2,69,1.70,126,1,a,0
475,Charlie Taylor,39,DEF,Southampton,83,72.6,0.7,2,-0.2,0,0.0,1193,7.61,0,,125,2024-07-01,26.5,346,460029,-0.7,0.0,-0.7,-1,10,0.03,484,241.0,396026,,,0,697,110,0.10,356,0.03,,30,263,1,0,10.2,3.42,0.68,2.0,122,-0.1,337,229,0,,,2.6,0,5,410,True,Taylor,143,164,,0,721,0,1.3,371,4.6,False,0.0,0.00,0,0,1,0,244,0.10,16,0,a,0
476,Kyle Walker-Peters,43,DEF,Southampton,303,301.4,2.0,18,1.6,0,0.02,101,44.19,0,,23,2020-08-11,226.3,119,54184,1.1,0.0,1.1,-2,40,0.13,252,241.0,35980,100.0,,0,548,20,2.29,42,0.11,,113,1600,2,2,69.2,2.25,1.01,167.0,43,0.4,100,118,0,2024-12-20T17:00:08.649440Z,,2.49,0,36,121,True,Walker-Peters,11,79,100.0,0,172,3,8.4,110,0.3,False,0.11,0.41,0,0,4,2,57,1.89,163,0,a,0
477,Nathan Wood-Gordon,40,DEF,Southampton,182,92.6,1.9,6,2.2,0,0.04,306,15.06,0,,120,2024-07-05,18.9,319,118283,1.7,0.0,1.7,0,12,0.05,272,241.0,120279,,,0,629,122,0.27,235,0.01,,73,570,0,0,12.7,1.89,0.95,14.0,114,0.6,363,176,0,,,2.38,0,13,350,True,Wood,120,88,,0,123,2,3.2,356,1.4,False,0.16,0.23,0,0,2,1,35,0.04,51,0,a,0
515,Maxwel Cornet,47,MID,Southampton,598,11.6,0.5,1,0.0,0,0.2,8,1.79,0,,215,2024-08-30,3.5,441,4301,-0.5,0.0,-0.5,-3,4,0.2,497,54.0,2319,100.0,,0,327,218,0.16,1,0.0,,250,71,3,0,2.2,5.07,1.27,7.0,204,0.0,422,211,0,2024-12-21T21:30:08.763721Z,,2.27,0,1,380,True,Cornet,202,233,100.0,0,628,0,0.2,451,0.0,False,0.0,0.16,0,0,1,0,264,0.00,12,0,a,0
518,Flynn Downes,48,MID,Southampton,538,193.8,2.0,16,0.8,1,0.04,25,31.59,0,,93,2024-07-16,225.0,215,9800,0.2,0.0,0.2,-2,30,0.11,262,241.0,6703,75.0,,0,300,74,1.73,1,0.07,Leg injury - 75% chance of playing,211,1369,2,0,52.2,1.97,1.05,102.0,90,0.2,102,198,0,2024-12-30T09:30:07.198312Z,,2.08,0,32,186,True,Downes,109,113,75.0,0,270,0,6.7,165,0.0,False,0.13,0.60,0,0,7,2,132,1.13,206,0,d,0
584,Ben Brereton Díaz,49,MID,Southampton,401,21.8,1.3,4,0.0,0,0.18,16,11.43,0,,166,2024-07-30,63.6,414,80817,-0.5,0.0,-0.5,-6,10,0.21,366,44.0,22647,,,0,254,168,1.05,4,0.03,,139,446,6,0,16.8,2.02,0.81,81.0,193,0.0,270,165,0,,,2.31,0,13,209,True,Brereton Díaz,121,173,,0,655,0,2.7,339,0.1,False,0.0,0.90,0,0,1,0,282,0.15,43,0,a,0
608,Tyler Dibling,45,MID,Southampton,120,184.0,2.1,13,2.4,2,0.15,1633,30.30,0,,79,2023-08-07,232.6,223,467200,1.9,0.0,1.9,0,31,0.23,238,241.0,721397,100.0,,0,417,72,2.98,1355,0.08,,40,1163,0,0,61.4,2.4,1.01,198.0,93,0.5,95,255,0,2024-11-30T01:00:08.409547Z,4.0,2.34,0,40,96,True,Dibling,62,103,100.0,0,108,4,8.9,130,2.5,False,0.08,1.89,0,0,5,1,48,1.09,155,1,a,0
623,Mateus Gonçalo Espanha Fernandes,50,MID,Southampton,567,229.0,2.2,16,1.2,1,0.13,6,35.58,0,,57,2024-08-20,306.2,179,8623,0.7,0.0,0.7,0,30,0.25,225,173.0,9422,100.0,3.0,0,230,47,3.79,5,0.12,,228,1398,0,1,75.3,1.93,1.03,217.0,71,0.2,62,147,0,2024-12-30T09:30:07.304371Z,3.0,2.29,0,40,85,True,M.Fernandes,55,99,100.0,0,222,0,8.0,94,0.0,False,0.19,1.96,0,0,5,3,103,1.83,216,0,a,0
693,Joseph O'Brien-Whitmarsh,45,MID,Southampton,696,0.0,0.0,0,0.0,0,0.0,1,0.00,0,,281,2024-08-27,0.0,657,463,-0.5,0.0,-0.5,0,0,0.0,662,104.0,626,,,0,443,282,0.00,3,0.0,,306,0,0,0,0.0,0.0,0.0,0.0,282,0.0,651,277,0,,,0.0,0,0,638,True,O'Brien-Whitmarsh,277,284,,0,603,0,0.0,656,0.0,False,0.0,0.00,0,0,0,0,247,0.00,0,0,a,0
718,Welington Damascena Santos,40,DEF,Southampton,712,0.0,0.0,0,0.0,0,0.0,2,0.00,0,,197,2025-01-01,0.0,542,20,0.7,0.0,0.7,0,0,0.0,548,30.0,60,,,0,654,194,0.00,5,0.0,,244,0,0,0,0.0,0.0,0.0,0.0,197,0.0,521,190,0,,,0.0,0,0,488,True,Welington,183,197,,0,452,0,0.0,541,0.0,False,0.0,0.00,0,0,0,0,169,0.00,0,0,a,0
719,Joachim Kayi-Sanda,40,DEF,Southampton,722,0.0,0.0,0,0.0,0,0.0,2,0.00,0,,225,2025-01-09,0.0,572,3,0.7,0.0,0.7,0,0,0.0,578,73.0,12,,,0,691,223,0.00,5,0.0,,246,0,0,0,0.0,0.0,0.0,0.0,225,0.0,552,225,0,,,0.0,0,0,521,True,Kayi Sanda,214,225,,0,484,0,0.0,571,0.0,False,0.0,0.00,0,0,0,0,199,0.00,0,0,a,0
82,Dominic Solanke-Mitchell,75,FWD,Spurs,39,396.2,4.9,17,4.4,7,0.49,3890,28.62,0,,10,2024-08-10,168.3,53,4383320,4.9,0.0,4.4,0,27,0.55,18,241.0,2568589,100.0,,0,17,16,9.26,10220,0.06,,10,1508,0,5,112.4,1.61,1.01,561.0,7,0.6,143,6,0,2024-12-02T00:00:07.868049Z,,1.71,0,83,14,True,Solanke,7,9,100.0,0,36,6,11.1,37,9.1,False,0.18,8.18,0,0,0,3,10,1.08,323,1,a,0
478,Ashley Phillips,40,DEF,Spurs,379,0.0,0.0,0,0.0,0,0.0,24,0.00,0,,210,,0.0,556,42619,0.0,0.0,0.0,0,0,0.0,562,,8361,0.0,,0,672,208,0.00,0,0.0,Loaned to Stoke City,134,0,0,0,0.0,0.0,0.0,0.0,210,0.0,536,207,0,2024-08-26T10:10:07.966773Z,,0.0,0,0,504,False,A.Phillips,198,210,0.0,0,468,0,0.0,555,0.2,False,0.0,0.00,0,0,0,0,184,0.00,0,0,u,0
479,Brandon Austin,40,GKP,Spurs,261,20.0,1.0,1,0.2,0,0.0,154,2.53,0,,36,2017-07-22,0.0,418,34256,0.7,2.0,0.2,0,2,0.0,403,241.0,35573,,,0,623,35,0.00,97,0.0,,41,90,0,0,2.0,2.0,1.0,0.0,36,0.0,497,51,0,,,2.53,0,1,462,True,Austin,22,37,,0,353,0,0.2,453,0.5,False,0.0,0.00,0,0,0,0,27,0.00,7,0,a,2
480,Rodrigo Bentancur,49,MID,Spurs,432,149.4,2.2,9,1.6,2,0.11,56,9.76,0,,131,2022-01-31,75.9,252,37782,0.0,0.0,0.0,-1,12,0.17,222,230.0,20666,0.0,,0,251,155,1.28,2,0.06,Head injury - Expected back 26 Jan,155,685,1,0,31.2,1.58,1.18,86.0,108,0.3,251,162,0,2025-01-09T16:30:08.892612Z,,1.28,0,27,204,True,Bentancur,119,96,0.0,0,180,1,5.5,257,0.1,False,0.13,0.82,0,0,5,1,79,0.46,139,0,i,0
481,Lucas Bergvall,44,MID,Spurs,213,71.0,1.1,2,0.6,0,0.03,516,7.11,0,,168,2024-07-01,72.8,349,164800,1.1,0.0,0.6,-1,5,0.16,389,206.0,164491,100.0,,0,526,158,0.49,844,0.13,,64,282,1,0,15.5,1.6,0.64,12.0,163,0.1,257,316,0,2024-10-16T12:30:07.550630Z,,2.27,0,14,357,True,Bergvall,189,188,100.0,0,294,0,3.2,344,0.9,False,0.32,0.08,0,0,2,1,144,0.41,68,0,a,0
482,Yves Bissouma,49,MID,Spurs,312,204.4,2.3,10,1.2,2,0.04,95,17.55,0,,126,2022-06-17,89.8,200,90173,1.7,0.0,1.2,-1,16,0.08,213,132.0,91031,100.0,,0,259,141,0.75,65,0.04,,98,917,1,0,32.9,1.57,0.98,32.0,83,0.2,223,168,0,2024-12-09T09:30:06.664766Z,,1.72,0,37,293,True,Bissouma,158,89,100.0,0,221,4,7.6,250,0.3,False,0.2,0.37,0,0,5,2,102,0.38,193,1,a,0
483,Bryan Gil Salvatierra,50,MID,Spurs,713,0.0,0.0,0,0.0,0,0.0,0,0.00,0,,311,,0.0,701,149,0.0,0.0,0.0,0,0,0.0,702,,0,0.0,,0,211,310,0.00,0,0.0,On loan to Girona for the season,318,0,0,0,0.0,0.0,0.0,0.0,311,0.0,698,132,0,2024-07-31T11:08:25.895794Z,,0.0,0,0,693,False,Bryan,308,311,0.0,0,675,0,0.0,701,0.0,False,0.0,0.00,0,0,0,0,298,0.00,0,0,u,0
484,Ben Davies,43,DEF,Spurs,415,72.6,2.5,3,0.0,0,0.0,33,5.14,0,,129,2014-07-23,2.5,347,25669,0.0,0.0,0.0,-2,2,0.01,181,244.0,11961,0.0,,0,546,154,0.03,1,0.01,Hamstring injury - Expected back 26 Jan,148,270,2,0,7.8,0.67,1.0,2.0,123,0.0,429,117,0,2024-12-06T10:30:08.078300Z,,1.71,0,10,416,True,Davies,149,50,0.0,0,501,0,2.3,389,0.1,False,0.33,0.00,0,0,1,1,208,0.03,51,0,i,0
485,Alfie Devine,45,MID,Spurs,528,0.0,0.0,0,0.0,0,0.0,4,0.00,0,,263,,0.0,637,12476,0.0,0.0,0.0,0,0,0.0,643,,4716,0.0,,0,415,265,0.00,0,0.0,Loaned to Westerlo,205,0,0,0,0.0,0.0,0.0,0.0,264,0.0,632,253,0,2024-09-10T11:37:22.522366Z,,0.0,0,0,617,False,Devine,259,267,0.0,0,580,0,0.0,636,0.0,False,0.0,0.00,0,0,0,0,227,0.00,0,0,u,0
486,Radu Drăgușin,43,DEF,Spurs,309,189.6,1.7,11,0.2,0,0.01,200,23.94,0,,91,2024-01-11,22.4,219,49235,0.7,0.0,0.2,-2,22,0.02,304,177.0,50743,100.0,,0,568,118,0.19,171,0.01,,117,1025,2,0,24.9,1.93,0.97,37.0,83,0.0,352,133,0,2024-12-27T02:30:09.769805Z,,2.1,0,22,281,True,Dragusin,87,101,100.0,0,364,0,5.1,291,0.3,False,0.18,0.10,0,0,1,2,127,0.09,80,0,a,0
487,Emerson Leite de Souza Junior,45,DEF,Spurs,660,0.0,0.0,0,0.0,0,0.0,0,0.00,0,,242,,0.0,611,2657,0.0,0.0,0.0,0,0,0.0,617,,0,0.0,,0,376,242,0.00,0,0.0,Transferred to AC Milan,227,0,0,0,0.0,0.0,0.0,0.0,242,0.0,605,66,0,2024-08-13T07:06:12.490889Z,,0.0,0,0,588,False,E.Royal,238,242,0.0,0,551,0,0.0,610,0.0,False,0.0,0.00,0,0,0,0,230,0.00,0,0,u,0
488,Fraser Forster,43,GKP,Spurs,243,221.0,2.7,7,0.8,0,0.0,715,14.80,0,,21,2022-06-10,0.0,184,66527,1.3,4.14,0.8,-2,15,0.0,153,241.0,101536,,,0,531,56,0.00,155,0.0,,37,630,2,0,22.2,2.14,1.0,0.0,21,0.2,565,25,0,,,2.11,0,19,535,True,Forster,44,26,,0,262,0,4.4,305,0.6,False,0.14,0.00,0,0,0,1,21,0.00,64,0,a,29
489,Archie Gray,46,MID,Spurs,336,115.2,1.5,6,1.6,0,0.0,138,14.05,0,,172,2024-07-02,12.7,287,33482,2.1,0.0,1.6,-4,13,0.01,336,241.0,28438,100.0,,0,354,208,0.08,206,0.01,,108,603,4,0,13.4,1.94,0.9,7.0,128,0.3,385,227,0,2024-12-02T00:00:08.747842Z,,2.1,0,20,379,True,Gray,201,153,100.0,0,175,0,4.3,354,0.2,False,0.15,0.03,0,0,0,1,76,0.05,112,0,a,0
490,Pierre-Emile Højbjerg,50,MID,Spurs,698,0.0,0.0,0,0.0,0,0.0,2,0.00,0,,309,,0.0,699,525,0.0,0.0,0.0,0,0,0.0,700,,0,0.0,,0,191,308,0.00,0,0.0,On loan to Marseille for the season,308,0,0,0,0.0,0.0,0.0,0.0,309,0.0,695,117,0,2024-07-23T11:58:08.802970Z,,0.0,0,0,691,False,Højbjerg,306,309,0.0,0,670,0,0.0,699,0.0,False,0.0,0.00,0,0,0,0,293,0.00,0,0,u,0
491,Brennan Johnson,64,MID,Spurs,77,377.6,4.4,16,3.4,7,0.52,4359,24.28,0,,18,2023-09-01,214.4,65,1655399,3.9,0.0,3.4,-1,21,0.59,36,244.0,2053689,,,0,50,79,9.53,1718,0.07,,25,1445,1,4,119.5,1.31,1.0,609.0,19,0.5,111,28,0,,,1.51,0,88,10,True,Johnson,5,16,,0,64,7,13.8,24,4.9,False,0.12,8.36,0,0,3,2,32,1.17,297,0,a,0
492,Dejan Kulusevski,64,MID,Spurs,59,448.4,4.0,18,3.2,5,0.16,4795,29.43,1,,7,2023-07-01,611.3,33,852306,3.7,0.0,3.2,-1,27,0.35,56,206.0,1246917,,,0,51,7,6.19,3022,0.19,,15,1588,1,4,157.2,1.53,1.02,515.0,10,0.5,7,29,0,,3.0,1.67,0,81,19,True,Kulusevski,9,24,,-1,72,5,12.7,10,6.3,False,0.23,2.82,0,0,3,4,36,3.37,314,0,a,0
493,Giovani Lo Celso,49,MID,Spurs,569,0.0,0.0,0,0.0,0,0.0,2,0.00,0,,304,,0.0,691,10625,0.0,0.0,0.0,-1,0,0.0,693,,2052,0.0,,0,250,304,0.00,0,0.0,Transferred to Real Betis,230,0,1,0,0.0,0.0,0.0,0.0,304,0.0,687,161,0,2024-08-31T06:14:45.936781Z,,0.0,0,0,679,False,Lo Celso,300,305,0.0,0,653,0,0.0,691,0.0,False,0.0,0.00,0,0,0,0,280,0.00,0,0,u,0
494,James Maddison,76,MID,Spurs,50,525.2,5.0,14,1.6,8,0.35,6885,20.07,0,2.0,11,2023-06-28,457.7,13,1911565,2.1,0.0,1.6,1,18,0.7,14,241.0,2102608,,2.0,0,15,22,8.91,2125,0.35,,14,1158,-1,5,138.9,1.4,1.09,409.0,5,0.2,27,10,0,,1.0,1.56,0,99,36,True,Maddison,22,7,,0,188,12,13.0,15,7.2,False,0.31,4.47,0,0,4,4,85,4.44,437,3,a,0
495,Pedro Porro,54,DEF,Spurs,13,486.6,3.5,17,1.6,2,0.07,6846,30.15,1,,2,2023-07-01,515.9,23,3522659,2.1,0.0,1.6,-1,28,0.2,81,200.0,2471830,100.0,1.0,0,133,3,3.61,3829,0.13,,6,1626,1,4,114.9,1.55,0.94,145.0,5,0.3,19,13,0,2024-08-19T23:00:06.196679Z,2.0,1.67,0,69,137,True,Pedro Porro,15,19,100.0,-1,186,3,12.8,30,23.3,False,0.22,1.28,0,0,2,4,62,2.33,291,2,a,0
496,Sergio Reguilón,42,DEF,Spurs,382,16.2,0.5,0,0.2,0,0.07,38,1.18,0,,146,2020-09-19,18.7,428,29743,0.7,0.0,0.2,-3,1,0.31,492,200.0,11765,,,0,583,123,0.30,35,0.24,,136,85,3,0,4.4,1.06,0.0,9.0,154,0.0,364,146,0,,,1.25,0,1,366,True,Reguilón,128,170,,0,359,0,0.2,423,0.2,False,0.0,0.07,0,0,1,0,122,0.23,17,0,a,0
497,Richarlison de Andrade,68,FWD,Spurs,298,22.2,1.4,0,0.0,0,0.2,51,0.59,0,2.0,42,2022-07-01,23.7,412,134423,0.5,0.0,0.0,-2,0,0.71,357,30.0,47451,100.0,,0,33,41,0.68,304,0.51,,48,87,2,1,6.2,0.0,0.0,17.0,40,0.0,346,17,0,2024-11-04T00:00:08.087677Z,,0.61,0,7,343,True,Richarlison,44,38,100.0,0,716,0,1.0,406,0.3,False,0.0,0.19,0,0,1,0,76,0.49,22,0,a,0
498,Cristian Romero,49,DEF,Spurs,95,249.6,2.9,12,0.0,1,0.1,915,12.86,0,,53,2022-08-30,95.1,163,1233377,0.0,0.0,0.0,-1,13,0.17,136,10.0,931133,0.0,,0,258,55,1.77,14,0.07,Muscle injury - Expected back 26 Jan,34,974,1,0,48.7,1.2,1.11,140.0,59,0.0,217,28,0,2024-11-21T14:30:08.425075Z,,1.19,0,35,142,True,Romero,18,40,0.0,0,656,2,7.1,186,3.7,False,0.18,1.03,0,0,1,2,240,0.74,185,1,i,0
499,Pape Matar Sarr,48,MID,Spurs,317,227.8,2.0,12,1.2,1,0.18,203,20.87,0,,94,2021-08-27,168.4,180,50165,1.7,0.0,1.2,-2,19,0.22,263,189.0,48141,100.0,,0,319,98,2.59,96,0.04,,101,1055,2,2,51.6,1.62,1.02,123.0,72,0.3,142,206,0,2024-11-10T23:00:08.379204Z,,1.78,0,40,156,True,P.M.Sarr,100,114,100.0,0,216,1,8.3,169,0.3,False,0.17,2.12,0,0,3,2,98,0.47,226,0,a,0
